"quelle_georef","QID_quelle_georef","katalognr","fst_id","fst_name","gemeinde","GEMEINDE_QID","GEMEINDE_GeoNames","GEMEINDE_TGN","GEMEINDE_IDAI","GEMEINDE_OSM_Relation","GEMEINDE_matchLabel","GEMEINDE_matchScore","GEMEINDE_matchReason","kreis","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","bundesland","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","land","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","kultur","entdeckung","QID_entdeckung","publikation_arch","QID_publikation","fundstellenart","QID_fundstellenart","genauigkeit_m","FID","methode","quellen_typ","methodenbeschr","wgs84_x","wgs84_y","dating_start","dating_certainty_start","dating_end","dating_certainty_end","dating_method","dating_certainty_range","dating_perio.do","dating_perio.do_match","sherd"
"Czerniak 1980","Q139304624","3","43","Biskupin 10/I","Gmina Gąsawa","Q1941675","7532127","","","1392168","Gmina Gąsawa","1.0","Exact match via rdfs:label [global index] | 'Gmina Gąsawa' -> 'Gmina Gąsawa'","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Czerniak 1980","Q139304624","Siedlung","Q486972","1500","515","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.72","52.79","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","11","74","Broniewice 1","Gmina Mogilno","Q2182076","7533235","","","2635528","Gmina Mogilno","1.0","Exact match via rdfs:label [global index] | 'Gmina Mogilno' -> 'Gmina Mogilno'","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Smoczyńska 1952","Q139304630","Siedlung","Q486972","1500","516","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.08","52.73","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","54","200","Jankowo 4","Gmina Pakość","Q2149918","7533279","","","2635295","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Czerniak 1980","Q139304624","Siedlung","Q486972","1500","517","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.08","52.79","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","54","200","Jankowo 4","Gmina Pakość","Q2149918","7533279","","","2635295","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Czerniak 1980","Q139304624","Siedlung","Q486972","1500","541","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.08","52.79","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","73","241","Krążkowo 5","Gmina Zlotniki Kuj.","Q618437","","","","","Gmina Złotniki Kujawskie","1.0","Direct override | 'Gmina Zlotniki Kuj.' -> QID=Q618437 | [override -> QID=Q618437]","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","518","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.07","52.95","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","5","44","Biskupin 18/I","Gmina Gąsawa","Q1941675","7532127","","","1392168","Gmina Gąsawa","1.0","Exact match via rdfs:label [global index] | 'Gmina Gąsawa' -> 'Gmina Gąsawa'","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","Ausgrabung","Q959782","Czerniak 1980","Q139304624","unbek.","Q59496158","2000","519","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.75","52.78","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","5","45","Biskupin 18/IV","Gmina Gąsawa","Q1941675","7532127","","","1392168","Gmina Gąsawa","1.0","Exact match via rdfs:label [global index] | 'Gmina Gąsawa' -> 'Gmina Gąsawa'","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","Ausgrabung","Q959782","Czerniak 1980","Q139304624","unbek.","Q59496158","2000","520","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.75","52.78","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","105","376","Rojewo 6","Gmina Złotniki Kuj.","Q618437","","","","","Gmina Złotniki Kuj.","1.0","Direct override | 'Gmina Złotniki Kuj.' -> QID=Q618437 | [override -> QID=Q618437]","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Smoczyńska 1952","Q139304630","unbek.","Q59496158","1000","521","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.27","52.91","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","115","417","Srebrenogóra","Gmina Żnin","Q2204247","7533226","","","1359774","Gmina Żnin","1.0","Exact match via rdfs:label [global index] | 'Gmina Żnin' -> 'Gmina Żnin'","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","522","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.51","52.89","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","120","429","Szelwjewo 1","Gmina Gąsawa","Q1941675","7532127","","","1392168","Gmina Gąsawa","1.0","Exact match via rdfs:label [global index] | 'Gmina Gąsawa' -> 'Gmina Gąsawa'","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","523","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.75","52.74","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","26","92","Chwałowo 1","Gmina Mogilno","Q2182076","7533235","","","2635528","Gmina Mogilno","1.0","Exact match via rdfs:label [global index] | 'Gmina Mogilno' -> 'Gmina Mogilno'","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","540","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.9","52.7","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","137","496","Żegotki 2","Gmina Strzelno","Q2347468","7533548","","","2635538","Gmina Strzelno","1.0","Exact match via rdfs:label [global index] | 'Gmina Strzelno' -> 'Gmina Strzelno'","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","524","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.22","52.68","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","99","334","Polanowice 3","Gmina Pakość","Q2149918","7533279","","","2635295","Gmina Pakość","1.0","Exact match via rdfs:label [global index] | 'Gmina Pakość' -> 'Gmina Pakość'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","529","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.28","52.64","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","10","68","Bożejewice 25","Gmin Strzelno","Q2347468","7533548","","","2635538","Gmina Strzelno","1.0","Exact match via rdfs:label [global index] | 'Gmina Strzelno' -> 'Gmina Strzelno'","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","530","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.25","52.69","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","85","265","Łojewo 1A","Gmina Inowrocław","Q618429","7531879","","","2635288","Gmina Inowrocław","1.0","Exact match via rdfs:label [global index] | 'Gmina Inowrocław' -> 'Gmina Inowrocław'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1000","531","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.31","52.74","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","84","264","Łojewo 1","Gmina Inowrocław","Q618429","7531879","","","2635288","Gmina Inowrocław","1.0","Exact match via rdfs:label [global index] | 'Gmina Inowrocław' -> 'Gmina Inowrocław'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","532","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.31","52.74","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","86","264","Łojewo 1","Gmina Inowrocław","Q618429","7531879","","","2635288","Gmina Inowrocław","1.0","Exact match via rdfs:label [global index] | 'Gmina Inowrocław' -> 'Gmina Inowrocław'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","533","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.3","52.74","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","82","247","Krusza Zamkowa 30","Gmina Inowrocław","Q618429","7531879","","","2635288","Gmina Inowrocław","1.0","Exact match via rdfs:label [global index] | 'Gmina Inowrocław' -> 'Gmina Inowrocław'","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","526","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.25","52.74","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","35","103","Dobre 6","Gmina Dobre","Q2051728","7531908","","","2994052","Gmina Dobre","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobre' -> 'Gmina Dobre'","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","527","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.56","52.68","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","34","102","Dobre 4","Gmina Dobre","Q2051728","7531908","","","2994052","Gmina Dobre","1.0","Exact match via rdfs:label [global index] | 'Gmina Dobre' -> 'Gmina Dobre'","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","528","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.57","52.69","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","112","410","Sipiory","Gmina Kcynia","Q2461196","7533422","","","2634358","gmina Kcynia","1.0","Exact match via skos:altLabel [global index] | 'Gmina Kcynia' -> 'gmina Kcynia'","pow. Nakielski","Q583446","7530913","","","1286542","powiat nakielski","1.0","Exact match via rdfs:label [global index] | 'Powiat Nakielski' -> 'powiat nakielski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","BKK","","","Smoczyńska 1952","Q139304630","unbek.","Q59496158","1000","537","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","17.51","53.07","-4350","+/- 50 years","-3900","+/- 100 years","","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0j9r7233z7","exactMatch",""
"Czerniak 1980","Q139304624","108","381","Sarnowo 1","Gmina Lubraniec","Q2605893","7533332","","","2635755","Gmina Lubraniec","1.0","Exact match via rdfs:label [global index] | 'Gmina Lubraniec' -> 'Gmina Lubraniec'","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK?","","","Czerniak 1980","Q139304624","unbek.","Q59496158","2000","536","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.76","52.47","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
"Czerniak 1980","Q139304624","134","464","Wietrzychowice 1","Gmina Izbica Kuj.","Q2461294","","","","","Gmina Izbica Kuj.","1.0","Direct override | 'Gmina Izbica Kuj.' -> QID=Q2461294 | [override -> QID=Q2461294]","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","SBK?","","","Czerniak 1980","Q139304624","unbek.","Q59496158","1500","534","Georeferenzierung einer gedruckten Karte","Printpublikation","georeferenziert wurde gedrucktes Kartenmaterial von  Czerniak 1980","18.87","52.41","-4800","+/- 100 years","-4350","+/- 100 years","Q816829","low precision, as only stylistic dating","http://n2t.net/ark:/99152/p0wctqtnkjq","relatedMatch",""
