"FID catalogue Schmidt 2026","LAND","LAND_QID","LAND_GeoNames","LAND_TGN","LAND_IDAI","LAND_OSM_Relation","LAND_matchLabel","LAND_matchScore","LAND_matchReason","BUNDESLAND","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_TGN","BUNDESLAND_IDAI","BUNDESLAND_OSM_Relation","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","KREIS","KREIS_QID","KREIS_GeoNames","KREIS_TGN","KREIS_IDAI","KREIS_OSM_Relation","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason","GEMEINDE"
"492","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Dobberzin"
"493","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Berkholz zu Berkholz-Meyenburg"
"494","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Zichow"
"495","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Herzfelde"
"496","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Carmzow"
"497","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Bandelow"
"498","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Grünberg"
"499","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Prenzlau"
"500","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Groß Dölln"
"501","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Crussow"
"502","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Zollchow"
"503","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Uckermark","Q338635","2820521","","","","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'","Grünow bei Prenzlau"
"504","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Kienberg"
"505","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Potsdam-Mittelmark","Q6142","2852456","7120830","","62353","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'","Woltersdorf"
"506","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Speichrow"
"507","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Dahme-Spreewald","Q6173","3249080","7076944","","62376","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'","Leibsch"
"508","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Friesack"
"510","Deutschland","Q183","2921044","7000084","2044274","51477","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Brandenburg","Q1208","2945356","7000096","2048409","62504","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Havelland","Q6139","3249082","7076942","","62413","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'","Friesack"
"511","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inowrocław"
"512","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Dąbrowa Biskupia"
"525","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inwowrocław"
"513","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Pakość"
"514","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Kruszwica"
"515","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Gmina Gąsawa"
"516","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Gmina Mogilno"
"517","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Pakość"
"541","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Pakość"
"518","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Zlotniki Kuj."
"519","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Gmina Gąsawa"
"520","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Gmina Gąsawa"
"521","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Złotniki Kuj."
"522","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Gmina Żnin"
"523","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Żniński","Q577199","7530922","","","1286781","powiat żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'powiat żniński'","Gmina Gąsawa"
"540","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Gmina Mogilno"
"524","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Gmina Strzelno"
"529","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Pakość"
"530","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Mogileński","Q604053","7530912","","","1385334","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'","Gmin Strzelno"
"531","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inowrocław"
"532","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inowrocław"
"533","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inowrocław"
"526","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Inowrocław"
"527","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Gmina Dobre"
"528","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Gmina Dobre"
"537","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Nakielski","Q583446","7530913","","","1286542","powiat nakielski","1.0","Exact match via rdfs:label [global index] | 'Powiat Nakielski' -> 'powiat nakielski'","Gmina Kcynia"
"536","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Gmina Lubraniec"
"534","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Włocławski","Q774833","7530921","","","2616205","powiat włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'powiat włocławski'","Gmina Izbica Kuj."
"535","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Miński","Q947536","","","","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]","Gmina Dobre"
"538","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Aleksandrowski","Q750491","7530904","","","2615964","powiat aleksandrowski","1.0","Exact match via rdfs:label [global index] | 'Powiat Aleksandrowski' -> 'powiat aleksandrowski'","Gmina Ciechocinek"
"539","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Dąbrowa Biskupia"
"550","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Kruszwica"
"543","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Pakość"
"544","Polen","Q36","798544","7006366","2054097","49715","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Woj. Kujawsko-Pomorskie","Q54153","3337500","","","223407","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","pow. Inowrocławski","Q773314","7530910","","","1286782","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'","Gmina Janikowo"
