"FID catalogue Schmidt 2026","GEMEINDE","KREIS","BUNDESLAND","LAND","LAND_QID","LAND_GeoNames","LAND_matchLabel","LAND_matchScore","LAND_matchReason","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","KREIS_QID","KREIS_GeoNames","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason"
"478","Staffelde","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"479","Wartin","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"480","Fürstenwerder","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"481","Gollmitz","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"482","Schenkenberg","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"483","Fürstenwerder","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"484","Wollschow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"485","Schwedt","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"486","Knehden","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"487","Kreuzkrug","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"488","Petersdorf","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"489","Templin","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"490","Schwedt","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"491","Lychen","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"492","Dobberzin","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"493","Berkholz zu Berkholz-Meyenburg","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"494","Zichow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"495","Herzfelde","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"496","Carmzow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"497","Bandelow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"498","Grünberg","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"499","Prenzlau","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"500","Groß Dölln","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"501","Crussow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"502","Zollchow","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"503","Grünow bei Prenzlau","Uckermark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q338635","2820521","Uckermark","1.0","Exact match via rdfs:label [global index] | 'Uckermark' -> 'Uckermark'"
"504","Kienberg","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"505","Woltersdorf","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
"506","Speichrow","Dahme-Spreewald","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6173","3249080","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'"
"507","Leibsch","Dahme-Spreewald","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6173","3249080","Dahme-Spreewald","1.0","Exact match via skos:altLabel [global index] | 'Dahme-Spreewald' -> 'Dahme-Spreewald'"
"508","Friesack","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"510","Friesack","Havelland","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q897270","2908638","Havelland","1.0","Exact match via rdfs:label [global index] | 'Havelland' -> 'Havelland'"
"511","Gmina Inowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"512","Gmina Dąbrowa Biskupia","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"525","Gmina Inwowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"513","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"514","Gmina Kruszwica","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"515","Gmina Gąsawa","pow. Żniński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q577199","7530922","Powiat Żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'Powiat Żniński'"
"516","Gmina Mogilno","pow. Mogileński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q604053","7530912","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'"
"517","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"541","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"518","Gmina Zlotniki Kuj.","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"519","Gmina Gąsawa","pow. Żniński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q577199","7530922","Powiat Żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'Powiat Żniński'"
"520","Gmina Gąsawa","pow. Żniński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q577199","7530922","Powiat Żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'Powiat Żniński'"
"521","Gmina Złotniki Kuj.","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"522","Gmina Żnin","pow. Żniński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q577199","7530922","Powiat Żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'Powiat Żniński'"
"523","Gmina Gąsawa","pow. Żniński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q577199","7530922","Powiat Żniński","1.0","Exact match via rdfs:label [global index] | 'Powiat Żniński' -> 'Powiat Żniński'"
"540","Gmina Mogilno","pow. Mogileński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q604053","7530912","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'"
"524","Gmina Strzelno","pow. Mogileński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q604053","7530912","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'"
"529","Gmina Pakość","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"530","Gmin Strzelno","pow. Mogileński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q604053","7530912","Powiat Mogileński","1.0","Exact match via rdfs:label [global index] | 'Powiat Mogileński' -> 'Powiat Mogileński'"
"531","Gmina Inowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"532","Gmina Inowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"533","Gmina Inowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"526","Gmina Inowrocław","pow. Inowrocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q773314","7530910","powiat inowrocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Inowrocławski' -> 'powiat inowrocławski'"
"527","Gmina Dobre","pow. Miński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q947536","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]"
"528","Gmina Dobre","pow. Miński","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q947536","","Powiat Miński","1.0","Direct override | 'pow. Miński' -> QID=Q947536 | [override -> QID=Q947536]"
"537","Gmina Kcynia","pow. Nakielski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q583446","7530913","Powiat Nakielski","1.0","Exact match via rdfs:label [global index] | 'Powiat Nakielski' -> 'Powiat Nakielski'"
"536","Gmina Lubraniec","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
"534","Gmina Izbica Kuj.","pow. Włocławski","Woj. Kujawsko-Pomorskie","Polen","Q36","798544","Polen","1.0","Exact match via rdfs:label [global index] | 'Polen' -> 'Polen'","Q54153","3337500","kujawsko-pomorskie","1.0","Exact match via skos:altLabel [global index] | 'Kujawsko-Pomorskie' -> 'kujawsko-pomorskie' | [normalised: stripped -> 'Kujawsko-Pomorskie']","Q774833","7530921","Powiat Włocławski","1.0","Exact match via rdfs:label [global index] | 'Powiat Włocławski' -> 'Powiat Włocławski'"
