"FID catalogue Schmidt 2026","GEMEINDE","KREIS","BUNDESLAND","LAND","LAND_QID","LAND_GeoNames","LAND_matchLabel","LAND_matchScore","LAND_matchReason","BUNDESLAND_QID","BUNDESLAND_GeoNames","BUNDESLAND_matchLabel","BUNDESLAND_matchScore","BUNDESLAND_matchReason","KREIS_QID","KREIS_GeoNames","KREIS_matchLabel","KREIS_matchScore","KREIS_matchReason"
"368","Rieplos","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"369","Fürstenwalde","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"370","Fürstenwalde-Süd","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"371","Tempelberg","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"372","Schwerin","Oder-Spree","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6178","3249086","Oder-Spree","1.0","Exact match via skos:altLabel [global index] | 'Oder-Spree' -> 'Oder-Spree'"
"373","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"374","Kötzlin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"375","Dreetz","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"376","Kyritz","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"377","Lohm","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"378","Roddahn","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"379","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"380","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"381","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"382","Herzberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"383","Langen","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"384","Lüchfeld","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"385","Wildberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"386","Wildberg","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"387","Zechliner Hütte","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"388","Altfriesack","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"389","Wulkow bei Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"390","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"391","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"392","Alt Ruppin","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"393","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"394","Wusterhausen (Dosse)","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"395","Zechliner Hütte","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"396","Lohm","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"397","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"398","Königshorst","Ostprignitz-Ruppin","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6125","3249087","Ostprignitz-Ruppin","1.0","Exact match via skos:altLabel [global index] | 'Ostprignitz-Ruppin' -> 'Ostprignitz-Ruppin'"
"399","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"400","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"401","Bornim","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"402","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"403","Potsdam","Potsdam","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q1711","7602560","Potsdam","1.0","Exact match via rdfs:label [global index] | 'Potsdam' -> 'Potsdam'"
"404","Emstal","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
"405","Hohenferchesar","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
"406","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
"407","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
"408","Alt Töplitz","Potsdam-Mittelmark","Brandenburg","Deutschland","Q183","2921044","Deutschland","1.0","Exact match via rdfs:label [global index] | 'Deutschland' -> 'Deutschland'","Q1208","2945356","Brandenburg","1.0","Exact match via rdfs:label [global index] | 'Brandenburg' -> 'Brandenburg'","Q6142","2852456","Potsdam-Mittelmark","1.0","Exact match via skos:altLabel [global index] | 'Potsdam-Mittelmark' -> 'Potsdam-Mittelmark'"
